iter	Logloss
0	0.4256513062
1	0.2427377777
2	0.1509186859
3	0.09814548492
4	0.06810191345
5	0.05050264359
6	0.0364111557
7	0.02830250168
8	0.02234707642
9	0.0182246151
10	0.01577764416
11	0.01365296745
12	0.01210339546
13	0.01097981262
14	0.0100302515
15	0.009261397362
16	0.008584318161
17	0.008072276115
18	0.00764602375
19	0.007392849445
20	0.007009261131
21	0.006859035969
22	0.006726408005
23	0.006370806694
24	0.006076391697
25	0.006040525913
26	0.005830508232
27	0.005525419235
28	0.005474793911
29	0.005434689522
30	0.005401845932
31	0.005359357834
32	0.005333119392
33	0.005262859344
34	0.005235784054
35	0.005113213062
36	0.004924001217
37	0.004844296455
38	0.004683011055
39	0.004588594437
40	0.004532814503
41	0.00449716568
42	0.004462924957
43	0.004431537628
44	0.004341356754
45	0.004213448524
46	0.00419391346
47	0.004157240391
48	0.00409113884
49	0.003997612953
50	0.003897019148
51	0.0038233881
52	0.003795842171
53	0.003665609121
54	0.003622654915
55	0.003604676723
56	0.003471811771
57	0.003410787582
58	0.003381599426
59	0.003337305307
60	0.003288418293
61	0.003206594229
62	0.003154333353
63	0.003132269382
64	0.003080010414
65	0.002924969673
66	0.002890856743
67	0.002828051567
68	0.002779747486
69	0.00268443799
70	0.002599249363
71	0.00251982379
72	0.002490819931
73	0.002459050179
74	0.002430988312
75	0.002314294815
76	0.002264414787
77	0.002221877813
78	0.002194010973
79	0.002131517887
80	0.002060572147
81	0.002055150032
82	0.002014221668
83	0.001984792352
84	0.001901196957
85	0.001859438062
86	0.001810865641
87	0.001790937662
88	0.00179093051
89	0.001785373211
90	0.001767521501
91	0.001748495102
92	0.001700536609
93	0.001686167002
94	0.001640629292
95	0.001640623569
96	0.001623893857
97	0.001623893857
98	0.00162387526
99	0.00162387526
100	0.001623871565
101	0.0016194911
102	0.001619478703
103	0.001619474173
104	0.001619474173
105	0.001619461298
106	0.00161946106
107	0.001619461179
108	0.001619457722
109	0.001619458675
110	0.001619453669
111	0.001619444847
112	0.001619444847
113	0.001619448781
114	0.00161943686
115	0.001619432092
116	0.0016194278
117	0.001619427204
118	0.001619418621
119	0.001619415045
120	0.001619404316
121	0.001619404316
122	0.001619396806
123	0.001619392872
124	0.001619389415
125	0.001619389415
126	0.001619389415
127	0.001619386792
128	0.001619386435
129	0.001619386435
130	0.001619380951
131	0.001619371533
132	0.001619371533
133	0.001619365335
134	0.0016193645
135	0.001619364381
136	0.001619364381
137	0.001619358301
138	0.001619354248
139	0.001619355559
140	0.00161935842
141	0.001619359612
142	0.00161935854
143	0.001619350076
144	0.001619345903
145	0.001619345903
146	0.001619342566
147	0.001619340658
148	0.001619335413
149	0.00161932981
150	0.001619333267
151	0.001619317532
152	0.001619317651
153	0.001619310856
154	0.001619310021
155	0.001619310021
156	0.001619300842
157	0.001619299412
158	0.001619295835
159	0.001619295835
160	0.001619296312
161	0.001619303226
162	0.001619290352
163	0.001619284987
164	0.001619278431
165	0.001619266033
166	0.001619267702
167	0.001619260669
168	0.001619260669
169	0.001619260669
170	0.001619260669
171	0.001619262218
172	0.001619263887
173	0.001619263887
174	0.001619262457
175	0.001619262457
176	0.001619262457
177	0.001619249582
178	0.001619253755
179	0.00161924696
180	0.001619241834
181	0.001619244218
182	0.001619244218
183	0.001619239807
184	0.001619238496
185	0.001619231105
186	0.001619222879
187	0.001619212508
188	0.001619207382
189	0.001619210482
190	0.001619208336
191	0.001619207501
192	0.001619198561
193	0.001619202852
194	0.001619199038
195	0.001619200945
196	0.001619203329
197	0.001619188547
198	0.001619184494
199	0.001619181395
